year, gini , top5 ,,,,,,,,,,,,,,,
" 2,017.00 ", 33.86 , 17.63 ,,,,,,,,,,,,,,,
" 2,018.00 ", 33.38 , 17.36 ,,,,,,,,,,,,,,,
" 2,019.00 ", 32.90 , 17.09 ,,,,,,,,,,,,,,,
" 2,020.00 ", 32.41 , 16.82 ,,,,,,,,,,,,,,,
" 1,950.00 ", 41.99 , 21.01 ,,,,,,,,,,,,,,,
" 1,951.00 ", 41.98 , 20.99 ,,,,,,,,,,,,,,,
" 1,952.00 ", 41.97 , 20.97 ,,,,,,,,,,,,,,,
" 1,953.00 ", 41.97 , 20.95 ,,,,,,,,,,,,,,,
" 1,954.00 ", 42.00 , 20.92 ,,,,,,,,,,,,,,,
" 1,955.00 ", 42.03 , 20.89 ,,,,,,,,,,,,,,,
" 1,956.00 ", 42.06 , 20.86 ,,,,,,,,,,,,,,,
" 1,957.00 ", 42.08 , 20.83 ,,,,,,,,,,,,,,,
" 1,958.00 ", 42.11 , 20.80 ,,,,,,,,,,,,,,,
" 1,959.00 ", 42.14 , 20.77 ,,,,,,,,,,,,,,,
" 1,960.00 ", 42.17 , 20.74 ,,,,,,,,,,,,,,,
" 1,961.00 ", 42.20 , 20.71 ,,,,,,,,,,,,,,,
" 1,962.00 ", 42.03 , 20.35 ,,,,,,,,,,,,,,,
" 1,963.00 ", 41.86 , 20.00 ,,,,,,,,,,,,,,,
" 1,964.00 ", 42.27 , 20.15 ,,,,,,,,,,,,,,,
" 1,965.00 ", 42.68 , 20.30 ,,,,,,,,,,,,,,,
" 1,966.00 ", 43.09 , 20.44 ,,,,,,,,,,,,,,,
" 1,967.00 ", 43.49 , 20.59 ,,,,,,,,,,,,,,,
" 1,968.00 ", 43.66 , 20.70 ,,,,,,,,,,,,,,,
" 1,969.00 ", 44.16 , 21.09 ,,,,,,,,,,,,,,,
" 1,970.00 ", 44.49 , 21.41 ,,,,,,,,,,,,,,,
" 1,971.00 ", 44.83 , 21.73 ,,,,,,,,,,,,,,,
" 1,972.00 ", 45.17 , 22.04 ,,,,,,,,,,,,,,,
" 1,973.00 ", 45.52 , 22.36 ,,,,,,,,,,,,,,,
" 1,974.00 ", 45.87 , 22.68 ,,,,,,,,,,,,,,,
" 1,975.00 ", 46.21 , 22.99 ,,,,,,,,,,,,,,,
" 1,976.00 ", 46.56 , 23.31 ,,,,,,,,,,,,,,,
" 1,977.00 ", 46.74 , 23.50 ,,,,,,,,,,,,,,,
" 1,978.00 ", 46.92 , 23.70 ,,,,,,,,,,,,,,,
" 1,979.00 ", 47.10 , 23.90 ,,,,,,,,,,,,,,,
" 1,980.00 ", 47.33 , 24.13 ,,,,,,,,,,,,,,,
" 1,981.00 ", 47.81 , 24.38 ,,,,,,,,,,,,,,,
" 1,982.00 ", 47.88 , 24.44 ,,,,,,,,,,,,,,,
" 1,983.00 ", 48.24 , 24.75 ,,,,,,,,,,,,,,,
" 1,984.00 ", 48.60 , 25.06 ,,,,,,,,,,,,,,,
" 1,985.00 ", 48.96 , 25.37 ,,,,,,,,,,,,,,,
" 1,986.00 ", 49.32 , 25.68 ,,,,,,,,,,,,,,,
" 1,987.00 ", 49.68 , 26.00 ,,,,,,,,,,,,,,,
" 1,988.00 ", 49.90 , 26.34 ,,,,,,,,,,,,,,,
" 1,989.00 ", 50.09 , 26.68 ,,,,,,,,,,,,,,,
" 1,990.00 ", 50.27 , 27.01 ,,,,,,,,,,,,,,,
" 1,991.00 ", 50.23 , 27.40 ,,,,,,,,,,,,,,,
" 1,992.00 ", 50.20 , 27.78 ,,,,,,,,,,,,,,,
" 1,993.00 ", 50.37 , 27.42 ,,,,,,,,,,,,,,,
" 1,994.00 ", 50.55 , 27.06 ,,,,,,,,,,,,,,,
" 1,995.00 ", 50.42 , 27.00 ,,,,,,,,,,,,,,,
" 1,996.00 ", 50.29 , 26.94 ,,,,,,,,,,,,,,,
" 1,997.00 ", 50.77 , 27.39 ,,,,,,,,,,,,,,,
" 1,998.00 ", 51.29 , 27.80 ,,,,,,,,,,,,,,,
" 1,999.00 ", 51.85 , 28.54 ,,,,,,,,,,,,,,,
" 2,000.00 ", 52.29 , 29.15 ,,,,,,,,,,,,,,,
" 2,001.00 ", 52.17 , 28.93 ,,,,,,,,,,,,,,,
" 2,002.00 ", 51.86 , 28.61 ,,,,,,,,,,,,,,,
" 2,003.00 ", 51.41 , 28.23 ,,,,,,,,,,,,,,,
" 2,004.00 ", 50.82 , 27.70 ,,,,,,,,,,,,,,,
" 2,005.00 ", 50.00 , 27.00 ,,,,,,,,,,,,,,,
" 2,006.00 ", 49.42 , 26.57 ,,,,,,,,,,,,,,,
" 2,007.00 ", 49.46 , 26.78 ,,,,,,,,,,,,,,,
" 2,008.00 ", 49.31 , 26.80 ,,,,,,,,,,,,,,,
" 2,009.00 ", 49.26 , 26.96 ,,,,,,,,,,,,,,,
" 2,010.00 ", 48.79 , 26.51 ,,,,,,,,,,,,,,,
" 2,011.00 ", 48.13 , 25.92 ,,,,,,,,,,,,,,,
" 2,012.00 ", 47.68 , 25.68 ,,,,,,,,,,,,,,,
" 2,013.00 ", 47.64 , 25.90 ,,,,,,,,,,,,,,,
" 2,014.00 ", 47.28 , 25.62 ,,,,,,,,,,,,,,,
" 2,015.00 ", 47.01 , 25.38 ,,,,,,,,,,,,,,,
" 2,016.00 ", 47.18 , 25.64 ,,,,,,,,,,,,,,,
" 2,017.00 ", 47.38 , 25.93 ,,,,,,,,,,,,,,,
" 2,018.00 ", 47.90 , 26.01 ,,,,,,,,,,,,,,,
" 2,019.00 ", 48.39 , 26.08 ,,,,,,,,,,,,,,,
" 2,020.00 ", 48.97 , 26.17 ,,,,,,,,,,,,,,,
" 1,950.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,951.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,952.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,953.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,954.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,955.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,956.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,957.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,958.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,959.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,960.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,961.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,962.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,963.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,964.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,965.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,966.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,967.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,968.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,969.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,970.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,971.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,972.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,973.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,974.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,975.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,976.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,977.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,978.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,979.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,980.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,981.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,982.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,983.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,984.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,985.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,986.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,987.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,988.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,989.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,990.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,991.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,992.00 ", 35.06 , 16.71 ,,,,,,,,,,,,,,,
" 1,993.00 ", 33.28 , 15.47 ,,,,,,,,,,,,,,,
" 1,994.00 ", 33.68 , 15.54 ,,,,,,,,,,,,,,,
" 1,995.00 ", 34.08 , 15.61 ,,,,,,,,,,,,,,,
" 1,996.00 ", 33.37 , 15.36 ,,,,,,,,,,,,,,,
" 1,997.00 ", 32.67 , 15.11 ,,,,,,,,,,,,,,,
" 1,998.00 ", 36.63 , 16.52 ,,,,,,,,,,,,,,,
" 1,999.00 ", 36.05 , 16.27 ,,,,,,,,,,,,,,,
" 2,000.00 ", 35.47 , 16.02 ,,,,,,,,,,,,,,,
" 2,001.00 ", 34.88 , 15.78 ,,,,,,,,,,,,,,,
" 2,002.00 ", 34.30 , 15.53 ,,,,,,,,,,,,,,,
" 2,003.00 ", 33.71 , 15.28 ,,,,,,,,,,,,,,,
" 2,004.00 ", 33.13 , 15.03 ,,,,,,,,,,,,,,,
" 2,005.00 ", 32.54 , 14.79 ,,,,,,,,,,,,,,,
" 2,006.00 ", 31.96 , 14.54 ,,,,,,,,,,,,,,,
" 2,007.00 ", 32.33 , 14.72 ,,,,,,,,,,,,,,,
" 2,008.00 ", 32.69 , 14.89 ,,,,,,,,,,,,,,,
" 2,009.00 ", 32.53 , 14.79 ,,,,,,,,,,,,,,,
" 2,010.00 ", 32.37 , 14.68 ,,,,,,,,,,,,,,,
" 2,011.00 ", 32.10 , 14.57 ,,,,,,,,,,,,,,,
" 2,012.00 ", 31.83 , 14.46 ,,,,,,,,,,,,,,,
" 2,013.00 ", 31.66 , 14.35 ,,,,,,,,,,,,,,,
" 2,014.00 ", 31.48 , 14.24 ,,,,,,,,,,,,,,,
" 2,015.00 ", 31.58 , 14.43 ,,,,,,,,,,,,,,,
" 2,016.00 ", 31.69 , 14.63 ,,,,,,,,,,,,,,,
" 2,017.00 ", 31.69 , 14.63 ,,,,,,,,,,,,,,,
" 2,018.00 ", 31.69 , 14.63 ,,,,,,,,,,,,,,,
" 2,019.00 ", 31.69 , 14.63 ,,,,,,,,,,,,,,,
" 2,020.00 ", 31.69 , 14.63 ,,,,,,,,,,,,,,,
" 1,950.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,951.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,952.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,953.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,954.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,955.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,956.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,957.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,958.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,959.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,960.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,961.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,962.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,963.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,964.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,965.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,966.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,967.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,968.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,969.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,970.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,971.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,972.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,973.00 ", 38.02 , 18.10 ,,,,,,,,,,,,,,,
" 1,974.00 ", 38.13 , 18.09 ,,,,,,,,,,,,,,,
" 1,975.00 ", 38.24 , 18.09 ,,,,,,,,,,,,,,,
" 1,976.00 ", 38.35 , 18.08 ,,,,,,,,,,,,,,,
" 1,977.00 ", 38.46 , 18.07 ,,,,,,,,,,,,,,,
" 1,978.00 ", 38.58 , 18.07 ,,,,,,,,,,,,,,,
" 1,979.00 ", 38.69 , 18.06 ,,,,,,,,,,,,,,,
" 1,980.00 ", 38.80 , 18.05 ,,,,,,,,,,,,,,,
" 1,981.00 ", 38.91 , 18.05 ,,,,,,,,,,,,,,,
" 1,982.00 ", 39.03 , 18.04 ,,,,,,,,,,,,,,,
" 1,983.00 ", 39.14 , 18.03 ,,,,,,,,,,,,,,,
" 1,984.00 ", 39.25 , 18.03 ,,,,,,,,,,,,,,,
" 1,985.00 ", 39.36 , 18.02 ,,,,,,,,,,,,,,,
" 1,986.00 ", 39.48 , 18.01 ,,,,,,,,,,,,,,,
" 1,987.00 ", 39.59 , 18.01 ,,,,,,,,,,,,,,,
" 1,988.00 ", 39.67 , 18.02 ,,,,,,,,,,,,,,,
" 1,989.00 ", 39.75 , 18.03 ,,,,,,,,,,,,,,,
" 1,990.00 ", 39.83 , 18.04 ,,,,,,,,,,,,,,,
" 1,991.00 ", 39.91 , 18.05 ,,,,,,,,,,,,,,,
" 1,992.00 ", 39.99 , 18.06 ,,,,,,,,,,,,,,,
" 1,993.00 ", 40.07 , 18.06 ,,,,,,,,,,,,,,,
" 1,994.00 ", 40.15 , 18.07 ,,,,,,,,,,,,,,,
" 1,995.00 ", 40.23 , 18.08 ,,,,,,,,,,,,,,,
" 1,996.00 ", 40.30 , 18.09 ,,,,,,,,,,,,,,,
" 1,997.00 ", 40.38 , 18.10 ,,,,,,,,,,,,,,,
" 1,998.00 ", 40.46 , 18.11 ,,,,,,,,,,,,,,,
" 1,999.00 ", 40.54 , 18.12 ,,,,,,,,,,,,,,,
" 2,000.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,001.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,002.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,003.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,004.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,005.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,006.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,007.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,008.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,009.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,010.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,011.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,012.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,013.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,014.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,015.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,016.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,017.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,018.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,019.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 2,020.00 ", 40.62 , 18.13 ,,,,,,,,,,,,,,,
" 1,950.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,951.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,952.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,953.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,954.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,955.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,956.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,957.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,958.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,959.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,960.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,961.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,962.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,963.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,964.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,965.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,966.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,967.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,968.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,969.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,970.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,971.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,972.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,973.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,974.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,975.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,976.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,977.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,978.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,979.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,980.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,981.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,982.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,983.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,984.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,985.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,986.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,987.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,988.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,989.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,990.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,991.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,992.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,993.00 ", 37.13 , 19.76 ,,,,,,,,,,,,,,,
" 1,994.00 ", 37.21 , 19.89 ,,,,,,,,,,,,,,,
" 1,995.00 ", 37.29 , 20.02 ,,,,,,,,,,,,,,,
" 1,996.00 ", 37.37 , 20.15 ,,,,,,,,,,,,,,,
" 1,997.00 ", 37.45 , 20.28 ,,,,,,,,,,,,,,,
" 1,998.00 ", 37.53 , 20.41 ,,,,,,,,,,,,,,,
" 1,999.00 ", 37.21 , 20.18 ,,,,,,,,,,,,,,,
" 2,000.00 ", 36.89 , 19.94 ,,,,,,,,,,,,,,,
" 2,001.00 ", 36.58 , 19.70 ,,,,,,,,,,,,,,,
" 2,002.00 ", 36.26 , 19.46 ,,,,,,,,,,,,,,,
" 2,003.00 ", 35.94 , 19.23 ,,,,,,,,,,,,,,,
" 2,004.00 ", 36.33 , 19.48 ,,,,,,,,,,,,,,,
" 2,005.00 ", 36.72 , 19.73 ,,,,,,,,,,,,,,,
" 2,006.00 ", 37.11 , 19.98 ,,,,,,,,,,,,,,,
" 2,007.00 ", 37.50 , 20.23 ,,,,,,,,,,,,,,,
" 2,008.00 ", 37.88 , 20.49 ,,,,,,,,,,,,,,,
" 2,009.00 ", 37.98 , 20.45 ,,,,,,,,,,,,,,,
" 2,010.00 ", 38.09 , 20.41 ,,,,,,,,,,,,,,,
" 2,011.00 ", 38.19 , 20.37 ,,,,,,,,,,,,,,,
" 2,012.00 ", 38.29 , 20.33 ,,,,,,,,,,,,,,,
" 2,013.00 ", 38.39 , 20.28 ,,,,,,,,,,,,,,,
" 2,014.00 ", 38.73 , 20.51 ,,,,,,,,,,,,,,,
" 2,015.00 ", 39.07 , 20.73 ,,,,,,,,,,,,,,,
" 2,016.00 ", 39.42 , 20.96 ,,,,,,,,,,,,,,,
" 2,017.00 ", 39.76 , 21.18 ,,,,,,,,,,,,,,,
" 2,018.00 ", 40.10 , 21.40 ,,,,,,,,,,,,,,,
" 2,019.00 ", 40.44 , 21.63 ,,,,,,,,,,,,,,,
" 2,020.00 ", 40.44 , 21.63 ,,,,,,,,,,,,,,,
" 1,950.00 ", 52.99 , 32.53 ,,,,,,,,,,,,,,,
" 1,951.00 ", 52.99 , 32.53 ,,,,,,,,,,,,,,,
" 1,952.00 ", 52.99 , 32.53 ,,,,,,,,,,,,,,,
" 1,953.00 ", 52.99 , 32.53 ,,,,,,,,,,,,,,,
" 1,954.00 ", 52.99 , 32.53 ,,,,,,,,,,,,,,,
" 1,955.00 ", 52.99 , 32.53 ,,,,,,,,,,,,,,,
" 1,956.00 ", 52.99 , 32.53 ,,,,,,,,,,,,,,,
" 1,957.00 ", 52.99 , 32.53 ,,,,,,,,,,,,,,,
" 1,958.00 ", 52.99 , 32.53 ,,,,,,,,,,,,,,,
" 1,959.00 ", 52.99 , 32.53 ,,,,,,,,,,,,,,,
" 1,960.00 ", 52.99 , 32.53 ,,,,,,,,,,,,,,,
" 1,961.00 ", 52.66 , 32.25 ,,,,,,,,,,,,,,,
" 1,962.00 ", 52.33 , 31.98 ,,,,,,,,,,,,,,,
" 1,963.00 ", 52.00 , 31.70 ,,,,,,,,,,,,,,,
" 1,964.00 ", 51.67 , 31.43 ,,,,,,,,,,,,,,,
" 1,965.00 ", 51.34 , 31.15 ,,,,,,,,,,,,,,,
" 1,966.00 ", 51.01 , 30.88 ,,,,,,,,,,,,,,,
" 1,967.00 ", 50.68 , 30.60 ,,,,,,,,,,,,,,,
" 1,968.00 ", 50.35 , 30.33 ,,,,,,,,,,,,,,,
" 1,969.00 ", 50.02 , 30.05 ,,,,,,,,,,,,,,,
" 1,970.00 ", 49.69 , 29.78 ,,,,,,,,,,,,,,,
" 1,971.00 ", 49.36 , 29.51 ,,,,,,,,,,,,,,,
" 1,972.00 ", 49.03 , 29.23 ,,,,,,,,,,,,,,,
" 1,973.00 ", 48.70 , 28.96 ,,,,,,,,,,,,,,,
" 1,974.00 ", 48.37 , 28.68 ,,,,,,,,,,,,,,,
" 1,975.00 ", 48.04 , 28.41 ,,,,,,,,,,,,,,,
" 1,976.00 ", 47.71 , 28.13 ,,,,,,,,,,,,,,,
" 1,977.00 ", 47.38 , 27.86 ,,,,,,,,,,,,,,,
" 1,978.00 ", 47.05 , 27.58 ,,,,,,,,,,,,,,,
" 1,979.00 ", 46.72 , 27.31 ,,,,,,,,,,,,,,,
" 1,980.00 ", 46.39 , 27.03 ,,,,,,,,,,,,,,,
" 1,981.00 ", 46.06 , 26.76 ,,,,,,,,,,,,,,,
" 1,982.00 ", 45.73 , 26.49 ,,,,,,,,,,,,,,,
" 1,983.00 ", 45.40 , 26.21 ,,,,,,,,,,,,,,,
" 1,984.00 ", 45.07 , 25.94 ,,,,,,,,,,,,,,,
" 1,985.00 ", 44.74 , 25.66 ,,,,,,,,,,,,,,,
" 1,986.00 ", 44.41 , 25.39 ,,,,,,,,,,,,,,,
" 1,987.00 ", 44.08 , 25.11 ,,,,,,,,,,,,,,,
" 1,988.00 ", 43.75 , 24.84 ,,,,,,,,,,,,,,,
" 1,989.00 ", 43.42 , 24.56 ,,,,,,,,,,,,,,,
" 1,990.00 ", 43.09 , 24.29 ,,,,,,,,,,,,,,,
" 1,991.00 ", 42.76 , 24.01 ,,,,,,,,,,,,,,,
" 1,992.00 ", 42.43 , 23.74 ,,,,,,,,,,,,,,,
" 1,993.00 ", 42.10 , 23.46 ,,,,,,,,,,,,,,,
" 1,994.00 ", 41.77 , 23.19 ,,,,,,,,,,,,,,,
" 1,995.00 ", 41.44 , 22.92 ,,,,,,,,,,,,,,,
" 1,996.00 ", 41.11 , 22.64 ,,,,,,,,,,,,,,,
" 1,997.00 ", 40.78 , 22.37 ,,,,,,,,,,,,,,,
" 1,998.00 ", 40.45 , 22.09 ,,,,,,,,,,,,,,,
" 1,999.00 ", 40.12 , 21.82 ,,,,,,,,,,,,,,,
" 2,000.00 ", 39.79 , 21.54 ,,,,,,,,,,,,,,,
" 2,001.00 ", 39.46 , 21.27 ,,,,,,,,,,,,,,,
" 2,002.00 ", 39.13 , 20.99 ,,,,,,,,,,,,,,,
" 2,003.00 ", 38.80 , 20.72 ,,,,,,,,,,,,,,,
" 2,004.00 ", 38.47 , 20.44 ,,,,,,,,,,,,,,,
" 2,005.00 ", 38.14 , 20.17 ,,,,,,,,,,,,,,,
" 2,006.00 ", 37.81 , 19.90 ,,,,,,,,,,,,,,,
" 2,007.00 ", 37.48 , 19.62 ,,,,,,,,,,,,,,,
" 2,008.00 ", 37.15 , 19.35 ,,,,,,,,,,,,,,,
" 2,009.00 ", 36.82 , 19.07 ,,,,,,,,,,,,,,,
" 2,010.00 ", 36.49 , 18.80 ,,,,,,,,,,,,,,,
" 2,011.00 ", 36.16 , 18.52 ,,,,,,,,,,,,,,,
" 2,012.00 ", 35.83 , 18.25 ,,,,,,,,,,,,,,,
" 2,013.00 ", 35.83 , 18.25 ,,,,,,,,,,,,,,,
" 2,014.00 ", 35.83 , 18.25 ,,,,,,,,,,,,,,,
" 2,015.00 ", 35.83 , 18.25 ,,,,,,,,,,,,,,,
" 2,016.00 ", 35.83 , 18.25 ,,,,,,,,,,,,,,,
" 2,017.00 ", 35.83 , 18.25 ,,,,,,,,,,,,,,,
" 2,018.00 ", 35.83 , 18.25 ,,,,,,,,,,,,,,,
" 2,019.00 ", 35.83 , 18.25 ,,,,,,,,,,,,,,,
" 2,020.00 ", 35.83 , 18.25 ,,,,,,,,,,,,,,,
" 1,950.00 ", 51.98 , 29.36 ,,,,,,,,,,,,,,,
" 1,951.00 ", 51.98 , 29.36 ,,,,,,,,,,,,,,,
" 1,952.00 ", 51.98 , 29.36 ,,,,,,,,,,,,,,,
" 1,953.00 ", 51.98 , 29.36 ,,,,,,,,,,,,,,,
" 1,954.00 ", 51.98 , 29.36 ,,,,,,,,,,,,,,,
" 1,955.00 ", 51.98 , 29.36 ,,,,,,,,,,,,,,,
" 1,956.00 ", 51.98 , 29.36 ,,,,,,,,,,,,,,,
" 1,957.00 ", 51.98 , 29.36 ,,,,,,,,,,,,,,,
